This is Test!!
*HQ,355488020192059,V1,071456,A,2310.62378,N,07238.23604,E,0.00,0,140616,FFFFFFFF#
*HQ,355488020192059,V1,071456,A,2310.62378,N,07238.23604,E,0.00,0,140616,FFFFFFFF#
*HQ,355488020192059,V1,120404,A,2310.63576,N,07238.24955,E,0.00,0,140616,FFFFFFFF#
*HQ,355488020192059,V1,120414,A,2310.63576,N,07238.24955,E,0.00,0,140616,FFFFFFFF#
*HQ,355488020192059,V1,120424,A,2310.63576,N,07238.24955,E,0.00,0,140616,FFFFFFFF#
*HQ,355488020192059,V1,120434,A,2310.63576,N,07238.24955,E,0.00,0,140616,FFFFFFFF#
*HQ,355488020192059,V1,120444,A,2310.63576,N,07238.24955,E,0.00,0,140616,FFFFFFFF#
*HQ,355488020192059,V1,120454,A,2310.63576,N,07238.24955,E,0.00,0,140616,FFFFFFFF#
*HQ,355488020192059,V1,120504,A,2310.63576,N,07238.24955,E,0.00,0,140616,FFFFFFFF#
*HQ,355488020192059,V1,120514,A,2310.63576,N,07238.24955,E,0.00,0,140616,FFFFFFFF#
*HQ,355488020192059,V1,120524,A,2310.63576,N,07238.24955,E,0.00,0,140616,FFFFFFFF#
*HQ,355488020192059,V1,120534,A,2310.62468,N,07238.22816,E,0.00,0,140616,FFFFFFFF#
*HQ,355488020192059,V1,120544,A,2310.63789,N,07238.22337,E,7.17,355,140616,FFFFFFFF#
*HQ,355488020192059,V1,120554,A,2310.66968,N,07238.22525,E,12.09,2,140616,FFFFFFFF#
*HQ,355488020192059,V1,120604,A,2310.70526,N,07238.23089,E,10.57,7,140616,FFFFFFFF#
*HQ,355488020192059,V1,120614,A,2310.71578,N,07238.23586,E,0.00,18,140616,FFFFFFFF#
*HQ,355488020192059,V1,120624,A,2310.72217,N,07238.25246,E,5.98,68,140616,FFFFFFFF#
*HQ,355488020192059,V1,120634,A,2310.75141,N,07238.26383,E,17.18,5,140616,FFFFFFFF#
*HQ,355488020192059,V1,120645,A,2310.81932,N,07238.27265,E,24.08,6,140616,FFFFFFFF#
*HQ,355488020192059,V1,120655,A,2310.89122,N,07238.28115,E,27.42,5,140616,FFFFFFFF#
*HQ,355488020192059,V1,120705,A,2310.96979,N,07238.28890,E,28.00,6,140616,FFFFFFFF#
*HQ,355488020192059,V1,120715,A,2311.04779,N,07238.29788,E,27.67,6,140616,FFFFFFFF#
*HQ,355488020192059,V1,120725,A,2311.10589,N,07238.30331,E,13.19,8,140616,FFFFFFFF#
*HQ,355488020192059,V1,120735,A,2311.11619,N,07238.30394,E,0.00,0,140616,FFFFFFFF#
*HQ,355488020192059,V1,120745,A,2311.11619,N,07238.30394,E,0.00,12,140616,FFFFFFFF#
*HQ,355488020192059,V1,120755,A,2311.12777,N,07238.30161,E,0.00,351,140616,FFFFFFFF#
*HQ,355488020192059,V1,120805,A,2311.14023,N,07238.30063,E,0.00,4,140616,FFFFFFFF#
*HQ,355488020192059,V1,120815,A,2311.14743,N,07238.30258,E,0.00,25,140616,FFFFFFFF#
*HQ,355488020192059,V1,120825,A,2311.15312,N,07238.32131,E,10.51,99,140616,FFFFFFFF#
*HQ,355488020192059,V1,120834,A,2311.15094,N,07238.36268,E,18.81,92,140616,FFFFFFFF#
*HQ,355488020192059,V1,120844,A,2311.15442,N,07238.43469,E,27.09,87,140616,FFFFFFFF#
*HQ,355488020192059,V1,120854,A,2311.15901,N,07238.52334,E,32.08,87,140616,FFFFFFFF#
